127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/keyTemplates HTTP/1.1 200 12 - - 2.741
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/revokedjwt HTTP/1.1 200 12 - - 2.743
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/block HTTP/1.1 200 68 - - 2.746
0:0:0:0:0:0:0:1 - - [24/Feb/2020:14:45:14 -0500] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.060
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:20 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:20 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:20 -0500] GET /api/am/store/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/swagger?environmentName=Production%20and%20Sandbox HTTP/1.1 200 2697 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.024
127.0.0.1 - - [24/Feb/2020:22:27:20 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.012
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:20 -0500] GET /api/am/store/v1.0/subscriptions?apiId=cc689bc4-e79b-4af0-b018-3e5e86fb743a&offset=0&limit=25 HTTP/1.1 200 1031 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.050
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:20 -0500] GET /api/am/store/v1.0/swagger.yaml HTTP/1.1 200 219176 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
127.0.0.1 - - [24/Feb/2020:22:27:21 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:21 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d HTTP/1.1 200 324 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.095
127.0.0.1 - - [24/Feb/2020:22:27:21 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:21 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d/keys HTTP/1.1 200 478 https://localhost:9443/devportal/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.075
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/tags?limit=25&offset=0 HTTP/1.1 200 103 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.020
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 2118 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.081
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/304ad494-308a-479b-ae7a-5ac64beffe60/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/304ad494-308a-479b-ae7a-5ac64beffe60/ratings?limit=25&offset=0 HTTP/1.1 200 136 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/ratings?limit=25&offset=0 HTTP/1.1 200 263 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/ratings?limit=25&offset=0 HTTP/1.1 200 136 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:26 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/ratings?limit=25&offset=0 HTTP/1.1 200 263 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca HTTP/1.1 200 5013 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
127.0.0.1 - - [24/Feb/2020:22:27:29 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.008
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/subscriptions?apiId=2a3811af-0ada-4c74-ac63-c65d42cf82ca&offset=0&limit=25 HTTP/1.1 200 1039 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.037
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/applications?limit=25&offset=0 HTTP/1.1 200 565 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.024
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/ratings?limit=25&offset=0 HTTP/1.1 200 263 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/ratings?limit=25&offset=0 HTTP/1.1 200 263 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.025
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/swagger HTTP/1.1 200 3368 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.040
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/comments?limit=25&offset=0 HTTP/1.1 201 50 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/sdk-gen/languages HTTP/1.1 200 51 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/documents?limit=25&offset=0 HTTP/1.1 200 103 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/documents?limit=25&offset=0 HTTP/1.1 200 103 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/overview/comments.svg HTTP/1.1 200 1201417 https://localhost:9443/devportal/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.110
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/overview/documents.svg HTTP/1.1 200 1199064 https://localhost:9443/devportal/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.110
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/sdks/android.svg HTTP/1.1 200 1521 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/sdks/java.svg HTTP/1.1 200 2633 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:29 -0500] GET /devportal/site/public/images/sdks/javascript.svg HTTP/1.1 200 79025 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca HTTP/1.1 200 5013 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.021
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/swagger?environmentName=Production%20and%20Sandbox HTTP/1.1 200 3368 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.033
127.0.0.1 - - [24/Feb/2020:22:27:31 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /api/am/store/v1.0/subscriptions?apiId=2a3811af-0ada-4c74-ac63-c65d42cf82ca&offset=0&limit=25 HTTP/1.1 200 1039 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.025
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:31 -0500] GET /api/am/store/v1.0/swagger.yaml HTTP/1.1 200 219176 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
127.0.0.1 - - [24/Feb/2020:22:27:32 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.001
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:32 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d HTTP/1.1 200 324 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.011
127.0.0.1 - - [24/Feb/2020:22:27:32 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:32 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d/keys HTTP/1.1 200 478 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:27:34 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:28:44 -0500] GET /devportal/site/public/fonts/Open_Sans/mem6YaGs126MiZpBA-UFUK0Zdc1GAK6b.woff2 HTTP/1.1 200 9432 https://localhost:9443/devportal/site/public/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.218
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:28:48 -0500] GET /api/am/store/v1.0/swagger.yaml HTTP/1.1 200 219176 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
127.0.0.1 - - [24/Feb/2020:22:28:49 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.007
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:28:49 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d HTTP/1.1 200 324 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.057
127.0.0.1 - - [24/Feb/2020:22:28:49 -0500] POST /services/APIKeyMgtSubscriberService HTTP/1.1 200 1368 - Axis2 0.003
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:28:49 -0500] GET /api/am/store/v1.0/applications/239d7d37-b066-43a3-885d-0612e5e6817d/keys HTTP/1.1 200 478 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.042
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:29:10 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/test Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/tags?limit=25&offset=0 HTTP/1.1 200 103 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.110
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /devportal/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 2118 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.211
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/304ad494-308a-479b-ae7a-5ac64beffe60/ratings?limit=25&offset=0 HTTP/1.1 200 136 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.029
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/304ad494-308a-479b-ae7a-5ac64beffe60/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/ratings?limit=25&offset=0 HTTP/1.1 200 263 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.025
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/ratings?limit=25&offset=0 HTTP/1.1 200 136 https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.023
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:22:30:59 -0500] GET /api/am/store/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/devportal/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.011
